name,REGN,type,date,region
Машбанк,215,отозв.,2000-03-25 ,Москва
Академстройбанк,3147,отозв.,2000-02-23 ,Москва
Александрия,3132,отозв.,2000-02-16 ,Москва
МАПО-Банк,2292,отозв.,2000-02-16 ,Москва
Финвестбанк,1516,отозв.,2000-02-16 ,Москва
Центр,1893,отозв.,1999-12-31 ,Москва
Росдомбанк,1741,отозв.,1999-12-31 ,Москва
Аэробизнесбанк,2936,отозв.,1999-12-31 ,Махачкала
Импэко,3188,отозв.,1999-12-31 ,Махачкала
Мосэксимбанк,1945,отозв.,1999-12-31 ,Москва
Мордовия,2971,отозв.,1999-12-31 ,Саранск
Риндест,2603,отозв.,1999-12-21 ,Москва
Тирус,1848,отозв.,1999-12-21 ,Верхняя Салда
Лабинский,679,отозв.,1999-12-21 ,"Лабинск, Краснодарский край"
Интерфининвест,2280,отозв.,1999-12-21 ,Москва
Бурятавиабанк,298,отозв.,1999-12-21 ,Улан-Удэ
Радуга,2355,отозв.,1999-12-21 ,Красноярск
Дербентинвестбанк,528,отозв.,1999-12-21 ,"Дербент, Дагестан"
Социально-Военный Банк,3213,отозв.,1999-11-27 ,Москва
Соло-Банк,3080,отозв.,1999-11-27 ,Москва
Русский Универсальный Инвестиционный Банк,2869,отозв.,1999-11-27 ,Москва
Резон-Банк,2636,отозв.,1999-11-27 ,Москва
Кинобанк,3111,отозв.,1999-11-27 ,Москва
Миссион-Банк,2819,отозв.,1999-11-18 ,Москва
Регионсоцбанк,3193,отозв.,1999-11-18 ,Москва
Депозитарно-Клиринговый Банк,3019,отозв.,1999-11-18 ,Москва
Нур,1833,отозв.,1999-11-17 ,"с.Леваши, Дагестан"
Союзавиакосмос,2916,отозв.,1999-11-17 ,Москва
Элбим Банк,250,отозв.,1999-11-17 ,Москва
Диалогбанк,207,отозв.,1999-11-16 ,Москва
Инарбанк,2198,отозв.,1999-11-16 ,Кемерово
Почтовый,2527,отозв.,1999-10-20 ,Ижевск
Профинбанк,1796,отозв.,1999-10-20 ,Чебоксары
Дальлесбанк,2806,отозв.,1999-10-20 ,Хабаровск
Ставинтербанк,440,отозв.,1999-10-20 ,Ставрополь
Трастинвестбанк,2663,отозв.,1999-10-04 ,Москва
Интерконтиненталь,3216,отозв.,1999-10-04 ,Москва
Грифон,2943,отозв.,1999-10-01 ,Москва
Росэстбанк,2178,отозв.,1999-10-01 ,Тольятти
Инвестиционный Банк Поддержки Предпринимательства,2643,отозв.,1999-10-01 ,Москва
Нефтехимбанк,38,отозв.,1999-09-08 ,Москва
Национальное Кредитное Товарищество,3057,отозв.,1999-09-08 ,Москва
Пентабанк,1970,отозв.,1999-09-08 ,Красноярск
Девиза,2416,отозв.,1999-09-08 ,Москва
Аэропорт,2526,отозв.,1999-09-08 ,Москва
Социумбанк,1756,отозв.,1999-09-08 ,Улан-Удэ
Первый Приморский Коммерческий Банк,1710,отозв.,1999-09-08 ,Владивосток
Торибанк,1638,отозв.,1999-08-30 ,Москва
Улан-Удэ Банк,3164,отозв.,1999-08-10 ,Улан-Удэ
Информтехника,1322,отозв.,1999-07-29 ,Москва
Тюменьпромстройбанк,563,отозв.,1999-07-29 ,Тюмень
АСМ-Клирингбанк,2569,отозв.,1999-07-29 ,Москва
Металхимбанк,2808,отозв.,1999-07-29 ,Москва
Калужский Социальный Народный Банк,2633,отозв.,1999-07-29 ,Калуга
Стандарт,1790,отозв.,1999-07-29 ,Москва
Русский Акцептный Банк,1678,отозв.,1999-07-29 ,Москва
Екатеринбанк,1924,отозв.,1999-07-29 ,Санкт-Петербург
Бумба,1057,отозв.,1999-07-29 ,Элиста
Промстройбанк России,1449,отозв.,1999-07-02 ,Москва
Мосбизнесбанк,999,отозв.,1999-07-02 ,Москва
Межкомбанк,306,отозв.,1999-07-01 ,Москва
Банк Развития — XXI век,151,отозв.,1999-06-30 ,Москва
Витта,1198,отозв.,1999-06-30 ,Москва
Восточно-Европейский Промышленный Банк,2909,отозв.,1999-06-30 ,Москва
Агропромбанк,1575,отозв.,1999-06-30 ,Москва
КИБ ГПС,3155,отозв.,1999-06-30 ,Москва
Шура-Банк,527,отозв.,1999-06-30 ,Буйнакск
Хандыгабанк,1063,отозв.,1999-06-30 ,"пос. Хандыга, Якутия"
Нижневартовский Коммерческий Инновационный Банк,358,отозв.,1999-05-18 ,Сургут
Кургансоцбанк,872,отозв.,1999-05-18 ,Курган
Краснодарбанк,526,отозв.,1999-05-18 ,Новороссийск
Юнибест,1735,отозв.,1999-05-18 ,Москва
МВ,3254,отозв.,1999-05-18 ,Москва
Контакт,561,отозв.,1999-05-18 ,Москва
Уникомбанк,1396,отозв.,1999-05-18 ,Москва
Интербизнесбанк,1642,отозв.,1999-05-18 ,Москва
Элком-Банк,1100,отозв.,1999-05-18 ,Москва
Державный,2597,отозв.,1999-05-18 ,Москва
Менатеп,41,отозв.,1999-05-18 ,Москва
Московский Трастовый Банк,2141,отозв.,1999-04-20 ,Москва
Брико,1799,отозв.,1999-04-20 ,Москва
Финрос. Финансовая Инициатива,2567,отозв.,1999-04-20 ,Москва
Универсальные Инвестиции,1775,отозв.,1999-04-20 ,Москва
Экспресс-Банк,542,отозв.,1999-04-09 ,Астрахань
Текстиль,510,отозв.,1999-04-09 ,Иваново
Агротехпромбанк,2785,отозв.,1999-04-09 ,Москва
Орбита,203,отозв.,1999-04-06 ,Москва
Рифей,1854,отозв.,1999-04-06 ,Екатеринбург
Лаки Банк,3168,отозв.,1999-04-06 ,"Ленск, Якутия"
Росстромбанк,171,отозв.,1999-03-24 ,Москва
РОСНО-Банк,2177,отозв.,1999-03-24 ,Москва
Забота,329,отозв.,1999-03-24 ,Москва
Виктория-Альфа,3114,отозв.,1999-03-23 ,Махачкала
Инзер,2196,отозв.,1999-03-23 ,Уфа
ИнтерТЭКбанк,2710,отозв.,1999-03-23 ,Москва
Кооперативный,3045,отозв.,1999-03-23 ,Тула
Средуралбанк,130,отозв.,1999-03-23 ,Екатеринбург
БИС-Кредит,2566,отозв.,1999-03-11 ,Пермь
Иркутскснаббанк,2538,отозв.,1999-03-11 ,Иркутск
Идель-Урал,2077,отозв.,1999-03-11 ,Нижнекамск
Авиабанк,339,отозв.,1999-03-11 ,Москва
Уренгойбанк,2725,отозв.,1999-03-11 ,Москва
Московский Коммерческий Земельный Банк,1373,отозв.,1999-03-11 ,Москва
Востсибкомбанк,1220,отозв.,1999-03-11 ,Иркутск
Ижмашбанк,2882,отозв.,1999-03-11 ,Ижевск
Легабанк,2781,отозв.,1999-03-11 ,Москва
Амурзолотобанк,2678,отозв.,1999-03-11 ,Благовещенск
Пример Банк,3113,отозв.,1999-03-11 ,Москва
Русланбанк,2658,отозв.,1999-03-11 ,Москва
Полисбанк,2952,отозв.,1999-03-11 ,Москва
Нива-Банк,1699,отозв.,1999-02-27 ,Сыктывкар
Стройновация,110,отозв.,1999-02-27 ,Москва
Инкотрансбанк,1163,отозв.,1999-02-27 ,Нижний Новгород
Бек,2022,отозв.,1999-02-27 ,"Малгобек, Ингушетия"
Интербанк,724,отозв.,1999-02-16 ,Москва
Караван,2623,отозв.,1999-02-16 ,Махачкала
Западно-Сибирский Банк Развития,2414,отозв.,1999-02-16 ,Ханты-Мансийск
Карачаевск-Прогресс,1806,отозв.,1999-02-16 ,Карачаевск
Эрзи,1571,отозв.,1999-02-16 ,Назрань
Восток-Запад,1930,отозв.,1999-02-06 ,Москва
Сибирский Банк,1061,отозв.,1999-02-06 ,Новосибирск
Кубанский Казачий Банк,2405,отозв.,1999-02-06 ,Краснодар
Стакбанк,939,отозв.,1999-02-06 ,"Старица, Тверская обл."
Воскресение,2892,отозв.,1999-02-03 ,Ярославль
Петербургский Нефтяной Банк,2391,отозв.,1999-01-22 ,Санкт-Петербург
ТатОНЭКСИМБанк,2040,отозв.,1999-01-22 ,Казань
Саратовский Банк Поддержки Предпринимательства,3079,отозв.,1999-01-22 ,Саратов
Мирод-Банк,2886,отозв.,1999-01-13 ,Москва
Башкирия,521,отозв.,1998-12-31 ,Уфа
Мосинвестбанк,3094,отозв.,1998-12-31 ,Москва
Архангельский Социальный Коммерческий Банк,2613,отозв.,1998-12-29 ,Архангельск
Антей,2615,отозв.,1998-12-29 ,Москва
Союз-Универсал-Банк,3241,отозв.,1998-12-29 ,Астрахань
Поморский,644,отозв.,1998-12-23 ,Архангельск
Томмедбанк,3240,отозв.,1998-12-22 ,Томск
Экспан-Банк,3112,отозв.,1998-12-22 ,"с.Коркмаскала, Дагестан"
Пензенский Социальный Коммерческий Банк,2719,отозв.,1998-12-22 ,Пенза
Межрегиональный Торгово-Промышленный Банк,2395,отозв.,1998-12-22 ,Москва
Тулабанк,660,отозв.,1998-12-22 ,Тула
Парамита,3003,отозв.,1998-12-22 ,Улан-Удэ
Эвробанк,1977,отозв.,1998-12-22 ,Владивосток
Алатырский,1062,отозв.,1998-12-22 ,"Алатырь, Чувашия"
Ника,2012,отозв.,1998-12-05 ,Ростов-на-Дону
Усть-Лабинский,453,отозв.,1998-12-05 ,"Усть-Лабинск, Краснодарский край"
Инновационный Банк Экономического Сотрудничества,1164,отозв.,1998-12-05 ,"Люберцы, Московская обл."
Ипотечный Коммерческий Банк,2467,отозв.,1998-12-05 ,Москва
Стема-Банк,400,отозв.,1998-12-05 ,Саратов
Практика-Банк,3221,отозв.,1998-12-05 ,Москва
ВВР-Коммерцбанк,3149,отозв.,1998-12-05 ,Москва
Московский,2502,отозв.,1998-11-28 ,Москва
АСКОбанк,2558,отозв.,1998-11-28 ,Москва
Заларинский Коммерческий Банк,1223,отозв.,1998-11-13 ,"п.Залари, Иркутская обл."
Гинес-Банк,2596,отозв.,1998-11-06 ,Москва
Негоциант-Банк,1953,отозв.,1998-11-06 ,Москва
Белинский,758,отозв.,1998-11-06 ,"Белинский, Пензенская обл."
Инвестрегионбанк,3130,отозв.,1998-11-06 ,Курск
Канашский,1251,отозв.,1998-11-06 ,"Канаш, Чувашия"
Прайм-Рейт-Банк,1989,отозв.,1998-11-06 ,Махачкала
Константа интернэйшнл банк,3009,отозв.,1998-11-06 ,Москва
Взаимный Кредитъ,3143,отозв.,1998-11-06 ,Санкт-Петербург
АКОбанк-Волга,1461,отозв.,1998-10-30 ,Волгоград
Александровский,2573,отозв.,1998-10-30 ,Москва
Башэнергобанк,1556,отозв.,1998-10-30 ,Уфа
Крипс,1958,отозв.,1998-10-30 ,Барнаул
Инкомбанк,22,отозв.,1998-10-29 ,Москва
Челныбанк,2234,отозв.,1998-10-24 ,Набережные Челны
Торгово-Индустриальный Банк (Тибанк),810,отозв.,1998-10-15 ,Москва
Север-Юг,2496,отозв.,1998-10-15 ,"Волгодонск, Ростовская обл."
Ставбанк,393,отозв.,1998-10-15 ,Ставрополь
Колосс,993,отозв.,1998-10-15 ,Москва
Кубанский Народный Банк Приватизации,2951,отозв.,1998-10-08 ,Краснодар
Ниицян,2186,отозв.,1998-10-08 ,Элиста
Петровск-Забайкальский,1075,отозв.,1998-10-08 ,"Петровск - Забайкальский, Читинская обл."
Оловяннинский,1090,отозв.,1998-10-08 ,"пгт.Оловянная, Читинская обл."
Нижегородский Земельный Межрегиональный Банк,2477,отозв.,1998-10-08 ,Нижний Новгород
Сибиряк,2187,отозв.,1998-10-02 ,Красноярск
Авиастарбанк,1199,отозв.,1998-10-02 ,Ульяновск
Академический Банк,2572,отозв.,1998-10-02 ,Москва
Генеральный Инвестиционный Банк,1620,отозв.,1998-10-02 ,Москва
Сахатрансбанк,929,отозв.,1998-09-29 ,Якутск
Провинциалбанк,135,отозв.,1998-09-29 ,Хабаровск
Мурман,763,отозв.,1998-09-29 ,Мурманск
Р.О.С. Трансбанк,2757,отозв.,1998-09-29 ,Волгоград
Иркомсоцбанк,1109,отозв.,1998-09-25 ,Иркутск
Инновационно-Промышленный Коммерческий Банк,2835,отозв.,1998-09-12 ,Ростов-на-Дону
Мотовилихинский Коммерческий Банк,877,отозв.,1998-09-12 ,Пермь
Орсксельхозбанк,871,отозв.,1998-09-12 ,Орск
Ростовсоцбанк,483,отозв.,1998-09-12 ,Ростов-на-Дону
Сибирский Казачий Банк,3082,отозв.,1998-09-12 ,Барнаул
Соцстрахбанк,1413,отозв.,1998-09-12 ,Якутск
Карелсоцбанк,2483,отозв.,1998-09-12 ,Петрозаводск
Элистинский Городской Банк,2985,отозв.,1998-09-12 ,Элиста
Усть-Кокса,1127,отозв.,1998-09-12 ,Барнаул
ДИМС,2456,отозв.,1998-09-12 ,Махачкала
Липецккредит,1283,отозв.,1998-09-12 ,Липецк
Чурапчинский,1261,отозв.,1998-09-04 ,"пос.Чурапча, Якутия"
Дальневосточный Социальный Коммерческий Банк,2322,отозв.,1998-09-04 ,Хабаровск
Иманат,3159,отозв.,1998-09-04 ,Махачкала
Имамат,2155,отозв.,1998-09-04 ,Махачкала
Атяшевский,1149,отозв.,1998-09-04 ,"п. Атяшево, Мордовия"
Казначейский,506,отозв.,1998-09-04 ,Элиста
Биробиджанкредитпромбанк,1011,отозв.,1998-09-04 ,Биробиджан
Токобанк,195,отозв.,1998-09-01 ,Москва
Сибсевербанк,2432,отозв.,1998-08-27 ,Нижневартовск
НЭПП-Банк,2045,отозв.,1998-08-27 ,Барнаул
Мотом-Банк,1985,отозв.,1998-08-27 ,Улан-Удэ
Каневский,499,отозв.,1998-08-27 ,"ст. Каневская, Краснодарский край"
Иргизинвестбанк,1619,отозв.,1998-08-27 ,"Балаково, Саратовская обл."
Приазовье,476,отозв.,1998-08-27 ,"Азов, Ростовская обл."
Октябрьский,1176,отозв.,1998-08-27 ,Улан-Удэ
НОРСИбанк,2323,отозв.,1998-08-25 ,"Кстово, Нижегородская обл."
Химкинский Коммерческий Банк,1753,отозв.,1998-08-25 ,"Химки, Московская обл."
Коопторгбанк,2229,отозв.,1998-08-25 ,Волгоград
Магриб-Банк,2637,отозв.,1998-08-15 ,Махачкала
Брянсккредитбанк,1162,отозв.,1998-08-15 ,Брянск
Томь,703,отозв.,1998-08-15 ,Томск
Волгофондбанк,2486,отозв.,1998-08-07 ,Волгоград
Южно-Донской Коммерческий Банк,541,отозв.,1998-08-07 ,Ростов-на-Дону
Карсунский Коммерческий Банк,614,отозв.,1998-08-07 ,"пгт. Карсун, Ульяновская обл."
Тарки-Тау,2100,отозв.,1998-08-07 ,Махачкала
Веда,2028,отозв.,1998-07-31 ,Санкт-Петербург
Северный Нефтяной Банк,1954,отозв.,1998-07-31 ,Ухта
Поярково,923,отозв.,1998-07-31 ,"пос. Поярково, Амурская обл."
Топливный Банк,2511,отозв.,1998-07-31 ,Пермь
Прогресспромбанк,1371,отозв.,1998-07-31 ,Тверь
Полюс-Банк,141,отозв.,1998-07-31 ,Воркута
Подмосковье,1451,отозв.,1998-07-31 ,"Раменское, Московская обл."
Муромец,974,отозв.,1998-07-31 ,"Муром, Владимирская обл."
Вишера-Банк,2662,отозв.,1998-07-31 ,"Малая Вишера, Новгородская обл."
Ошхамахо,1769,отозв.,1998-07-25 ,Нальчик
Кавказский Биржевой Банк,1895,отозв.,1998-07-25 ,Махачкала
Ямало-Ненецкий Социальный Коммерческий Банк,2698,отозв.,1998-07-25 ,"п.Харп, Тюменская обл."
Первый Торговый Банк,2354,отозв.,1998-07-16 ,Москва
Волгодонскцентркомбанк,1302,отозв.,1998-07-16 ,"Волгодонск, Ростовская обл."
Медкомбанк,2260,отозв.,1998-07-16 ,Рязань
Барн,2635,отозв.,1998-07-16 ,Москва
Висавия,2986,отозв.,1998-07-16 ,Москва
Кредитный Союз,2621,отозв.,1998-07-16 ,Москва
ИнжинирингбанкЪ,1974,отозв.,1998-07-16 ,"Ковров, Владимирская обл."
Сибирский Частно-Коммерческий Банк,2115,отозв.,1998-07-15 ,Томск
Геос,2875,отозв.,1998-07-02 ,"Георгиевск, Ставропольский край"
Статус Банк,1727,отозв.,1998-07-02 ,Липецк
Проминвест,1311,отозв.,1998-07-02 ,"Георгиевск, Ставропольский край"
Евроазиябанк,374,отозв.,1998-06-25 ,Екатеринбург
Московский Национальный Банк,2255,отозв.,1998-06-22 ,Москва
Симинвестбанк,2386,отозв.,1998-06-18 ,Ульяновск
Дальместбанк,2978,отозв.,1998-06-18 ,Владивосток
Кредит Синтез Банк,2700,отозв.,1998-06-18 ,Москва
Шахунский Коммерческий Банк,1188,отозв.,1998-06-11 ,"Шахунья, Нижегородская обл."
Нанс,669,отозв.,1998-06-11 ,Волгоград
Нарва,2941,отозв.,1998-06-11 ,Москва
Сибмашнефтебанк,2904,отозв.,1998-06-05 ,Москва
Народный Банк России,2805,отозв.,1998-06-05 ,Москва
Фидес-Банк,3018,отозв.,1998-06-05 ,Москва
Северный Морской Банк,1748,отозв.,1998-05-28 ,Мурманск
Череповецкомбанк,934,отозв.,1998-05-28 ,"Череповец, Вологодская обл."
Оренбуржье,1807,отозв.,1998-05-28 ,Оренбург
Асикомбанк,1604,отозв.,1998-05-28 ,Москва
Созидание,2828,отозв.,1998-05-28 ,Москва
Курскбизнесбанк,3066,отозв.,1998-05-28 ,Курск
Внешторгбанк Азиатско-Тихоокеанского Региона,2239,отозв.,1998-05-23 ,Владивосток
Калмыкия,1714,отозв.,1998-05-23 ,Элиста
Золотые Ворота,2504,отозв.,1998-05-15 ,Владимир
Онгудайбанк,1215,отозв.,1998-05-15 ,"с.Онгудай, Республика Алтай"
Энергия,57,отозв.,1998-05-15 ,Воронеж
Белый Родник,1273,отозв.,1998-05-15 ,"пос. Акбулак, Оренбургская обл."
Крестьянский Земельный Банк,1117,отозв.,1998-05-07 ,"Подольск, Московская обл."
Ессентуки,540,отозв.,1998-05-07 ,"Ессентуки, Ставропольский край"
Рамит,2352,отозв.,1998-05-07 ,Москва
Кубинбанк,452,отозв.,1998-04-30 ,Новороссийск
Архангельскпромстройбанк,1694,отозв.,1998-04-30 ,Архангельск
Пари-Банк,2825,отозв.,1998-04-23 ,"Дзержинск, Нижегородская обл."
Красбанк,900,отозв.,1998-04-23 ,"Красный Кут, Саратовская обл."
Костромабанк,1196,отозв.,1998-04-23 ,Кострома
Реформа,2059,отозв.,1998-04-23 ,Москва
Нея,1123,отозв.,1998-04-23 ,"с. Парфеньево, Костромская обл."
Судиславлькомбанк,1160,отозв.,1998-04-23 ,"Судиславль, Костромская обл."
Инвестпромбанк,2831,отозв.,1998-04-16 ,Москва
Улаганбанк,1666,отозв.,1998-04-16 ,"с.Улаган, Республика Алтай"
Эдельвейс-Кредит,2854,отозв.,1998-04-16 ,Москва
Октябрь,1094,отозв.,1998-04-09 ,"с.Октябрьское, Оренбургская обл."
Европейский Торговый Банк,1867,отозв.,1998-04-09 ,Москва
Русский Капитал,2718,отозв.,1998-04-09 ,Москва
Народный Банк Сибири,2406,отозв.,1998-04-09 ,Омск
Вилюй,851,отозв.,1998-04-09 ,"Нюрба, Якутия"
Вилкомбанк,1247,отозв.,1998-04-02 ,"Вилюйск, Якутия"
Продмаркет-Банк,2775,отозв.,1998-04-02 ,Москва
Люблино,1553,отозв.,1998-04-02 ,Москва
Пиранья,2861,отозв.,1998-04-02 ,"Хасавюрт, Дагестан"
Майкопский Коммерческий Городской Банк,2716,отозв.,1998-03-26 ,Майкоп
Необанк,2338,отозв.,1998-03-26 ,Сочи
Алтайбанк,794,отозв.,1998-03-26 ,Барнаул
Акционерный Народный Банк,2000,отозв.,1998-03-26 ,Томск
Хазар,2516,отозв.,1998-03-19 ,"Каспийск, Дагестан"
Сангарский Коммерческий Банк,1097,отозв.,1998-03-19 ,"п.Сангары, Якутия"
Азалбанк,3140,отозв.,1998-03-19 ,"Хасавюрт, Дагестан"
Темрюкский Коммерческий Банк,566,отозв.,1998-03-19 ,"Темрюк, Краснодарский край"
Покровский,1252,отозв.,1998-03-19 ,"Покровск, Якутия"
Астрон,733,отозв.,1998-03-19 ,"пос.Тульский, Адыгея"
Дновский Коммерческий Банк,781,отозв.,1998-03-12 ,"Дно, Псковская обл."
Якутск,390,отозв.,1998-03-12 ,Якутск
Сунтар,1104,отозв.,1998-03-12 ,"с.Сунтар, Якутия"
Анапабанк,454,отозв.,1998-03-12 ,"Анапа, Краснодарский край"
Нефтестройкомбанк,830,отозв.,1998-03-06 ,Ставрополь
Кубанькоопбанк,2389,отозв.,1998-03-06 ,"Армавир, Краснодарский край"
Конверсия,2413,отозв.,1998-03-06 ,Ижевск
Мега-Банк,176,отозв.,1998-03-06 ,Москва
Агрогражданстрой,2459,отозв.,1998-03-06 ,Ижевск
Земляне,1819,отозв.,1998-03-06 ,Кемерово
Бурятский Почтовый Акционерно-Коммерческий Банк (ПАКБанк),1889,отозв.,1998-03-06 ,Улан-Удэ
Забайкалзолотобанк,2353,отозв.,1998-03-06 ,Чита
Вольно-Надеждинский,1206,отозв.,1998-03-06 ,"с.Вольно-Надеждинское, Приморский край"
Агросервис,1257,отозв.,1998-03-06 ,Омск
Банк Находка,1755,отозв.,1998-02-27 ,"Находка, Приморский край"
Минерва,3153,отозв.,1998-02-27 ,Биробиджан
Истронбанк,2217,отозв.,1998-02-27 ,"Салават, Башкортостан"
Волоконовский Коммерческий Банк,678,отозв.,1998-02-27 ,"пгт.Волоконовка, Белгородская обл."
Нижегородский Кредит,2400,отозв.,1998-02-27 ,Нижний Новгород
Большереченский,1270,отозв.,1998-02-27 ,"р.п.Большеречье, Омская обл."
Элин-Банк,2969,отозв.,1998-02-27 ,Барнаул
Интермедбанк,2296,отозв.,1998-02-27 ,Москва
СМИ-Банк,2981,отозв.,1998-02-27 ,Омск
Южно-Российский Банк,1664,отозв.,1998-02-27 ,Краснодар
Новбизнесбанк,2147,отозв.,1998-02-27 ,Новороссийск
БАМкредит,257,отозв.,1998-02-27 ,Благовещенск
Евроинвест,2453,отозв.,1998-02-27 ,Москва
Золотостарбанк,2732,отозв.,1998-02-27 ,Хабаровск
Орловский Коммерческий Акционерный Банк,764,отозв.,1998-02-20 ,Орел
Первый Евробанк,3040,отозв.,1998-02-20 ,Москва
Элиотбанк,2591,отозв.,1998-02-20 ,Москва
Лигабанк,2078,отозв.,1998-02-20 ,Благовещенск
Томсксоцбанк,958,отозв.,1998-02-06 ,Томск
Эмбакенигбанк,1124,отозв.,1998-02-06 ,Калининград
Августокоммерцбанк,3263,отозв.,1998-02-06 ,Москва
Карачаево-Черкесский Социальный Коммерческий Банк,3083,отозв.,1998-02-06 ,Черкесск
Фонд,1353,отозв.,1998-02-06 ,Томск
Сибирский Народный Банк,1891,отозв.,1998-02-06 ,Томск
Вурнарский,956,отозв.,1998-02-06 ,"п.Вурнары, Чувашия"
Синто-Банк,1754,отозв.,1998-02-06 ,Красноярск
Квант,1876,отозв.,1998-01-23 ,"п.Зубова Поляна, Мордовия"
Торжокагробанк,1069,отозв.,1998-01-23 ,"Торжок, Тверская обл."
Авуар,3121,отозв.,1998-01-23 ,Москва
Макаров,1719,отозв.,1998-01-23 ,"Макаров, Сахалинская обл."
Каскад-Банк,2727,отозв.,1998-01-23 ,Москва
Томмотский Коммерческий Банк,1253,отозв.,1998-01-23 ,"п.Алексеевск, Якутия"
Финмаркетбанк,3060,отозв.,1998-01-23 ,Москва
Азвесь,2072,отозв.,1998-01-16 ,Ижевск
Уссурийский Агропромбанк,1213,отозв.,1998-01-16 ,"Уссурийск, Приморский край"
Каминбанк,1683,отозв.,1998-01-16 ,Набережные Челны
Сиббанк,303,отозв.,1998-01-09 ,Красноярск
Алтайэкспбанк,352,отозв.,1998-01-09 ,Барнаул
Чегем,1628,отозв.,1998-01-01 ,"п.Чегем-1, Кабардино-Балкария"
Тюмень,260,отозв.,1998-01-01 ,Тюмень
Зауральский Бизнес,1707,отозв.,1998-01-01 ,Курган
Пакамар,2724,отозв.,1998-01-01 ,"Искитим, Новосибирская обл."
Татпромстройбанк,1723,отозв.,1998-01-01 ,Казань
Гумбет,953,отозв.,1997-12-26 ,"с.Мехельта, Дагестан"
Суворовский,2702,отозв.,1997-12-26 ,Иваново
Намский Коммерческий Банк,1103,отозв.,1997-12-26 ,"с.Намцы, Якутия"
Лесозаводскбанк,1201,отозв.,1997-12-26 ,"Лесозаводск, Приморский край"
Минмашбанк,2690,отозв.,1997-12-19 ,Москва
Элексбанк,62,отозв.,1997-12-19 ,Москва
Комплексбанк,544,отозв.,1997-12-19 ,Саратов
Кировсоцбанк,778,отозв.,1997-12-19 ,Киров
Самарамедбанк,3012,отозв.,1997-12-19 ,Самара
Русское Кредитное Товарищество,1181,отозв.,1997-12-16 ,Москва
Дивинвестбанк,3096,отозв.,1997-12-16 ,"Дивногорск, Красноярский край"
Ростомбанк,2713,отозв.,1997-12-16 ,Москва
Кварц,2815,отозв.,1997-12-05 ,Калининград
Костромасоцбанк,584,отозв.,1997-12-05 ,Кострома
Маяк,1187,отозв.,1997-12-05 ,"ст.Курская, Ставропольский край"
Форвард,1341,отозв.,1997-12-05 ,"Прокопьевск, Кемеровская обл."
Апанасенковский,1005,отозв.,1997-12-05 ,"с.Дивное, Ставропольский край"
Западуралбанк,725,отозв.,1997-11-29 ,Пермь
Десна-Банк,3126,отозв.,1997-11-29 ,Брянск
Акционерный Тюменский Ипотечный Банк,2667,отозв.,1997-11-29 ,Тюмень
Национальный Лесной Банк,2197,отозв.,1997-11-22 ,Москва
Тарусский Коммерческий Банк,3024,отозв.,1997-11-22 ,"Таруса, Калужская обл."
Молния,1884,отозв.,1997-11-22 ,Москва
Солид,858,отозв.,1997-11-22 ,"пос.Энем, Адыгея"
Алиса-Банк-АстКар,2251,отозв.,1997-11-15 ,Астрахань
Двина-Траст,2351,отозв.,1997-11-15 ,Архангельск
Славянск,473,отозв.,1997-11-15 ,"Славянск-на-Кубани, Краснодарский край"
Искитимский,822,отозв.,1997-11-15 ,"Искитим, Новосибирская обл."
Тольятти Банк,1294,отозв.,1997-11-15 ,"Тольятти, Самарская обл."
Алмазбанк,3125,отозв.,1997-11-15 ,Москва
Энтраст,1996,отозв.,1997-11-07 ,Москва
Дальпрогресс,692,отозв.,1997-11-07 ,Комсомольск-на-Амуре
Русич,2580,отозв.,1997-11-07 ,Москва
Полибанк,1944,отозв.,1997-11-07 ,Москва
Аруанбанк,2001,отозв.,1997-11-07 ,"Нарткала, Кабардино-Балкария"
Аквилон,2915,отозв.,1997-11-07 ,Москва
Днепр,560,отозв.,1997-10-31 ,Смоленск
ДАКОбанк,1656,отозв.,1997-10-31 ,Хабаровск
Гурьевский,904,отозв.,1997-10-31 ,"Гурьевск, Калининградская обл."
Нестеровский Региональный Коммерческий Банк,908,отозв.,1997-10-31 ,"Нестеров, Калининградская обл."
Инвестиционно-Коммерческий Банк Республики Адыгея,2714,отозв.,1997-10-31 ,Майкоп
Эльдаг,1473,отозв.,1997-10-25 ,Махачкала
Акционерно-Коммерческий Банк Промышленности,1290,отозв.,1997-10-25 ,Иваново
Отрадное,1135,отозв.,1997-10-25 ,Москва
Норд Пилигрим,2817,отозв.,1997-10-25 ,Москва
Рязаньбанк,1737,отозв.,1997-10-25 ,Рязань
Сибинтербанк,2218,отозв.,1997-10-18 ,Томск
Чувашкоопбанк,2427,отозв.,1997-10-18 ,Чебоксары
Скомбанк,1089,отозв.,1997-10-18 ,Вологда
Марпромбанк,1320,отозв.,1997-10-18 ,Йошкар-Ола
Горячеключевский Коммерческий Банк,726,отозв.,1997-10-18 ,"Горячий Ключ, Краснодарский край"
Финансы и Кредит,2411,отозв.,1997-10-18 ,Москва
Отон,1963,отозв.,1997-10-18 ,Москва
РИ Инвестбанк,1931,отозв.,1997-10-18 ,Москва
Арион,2101,отозв.,1997-10-11 ,Москва
Левкомбанк,959,отозв.,1997-10-11 ,"с.Левокумское, Ставропольский край"
Нефтепродукт,379,отозв.,1997-10-11 ,Москва
Россоцбанк,2752,отозв.,1997-10-07 ,Москва
